Boarding_House_ID,Location,Room_Type,Price (LKR),Availability,Amenities,Ratings,Proximity_to_Landmark,Query
BD1650,Wattala,Single,14256,Occupied,"Pool, Parking, Air Conditioning",4.8,3.6,Show me boarding houses with a rating of 5 stars.
BD1651,Kaduwela,Double,8565,Occupied,"Wi-Fi, Laundry, Gym, Parking",4.8,5.2,Show me boarding houses with a rating of 3 stars.
BD1652,Moratuwa,Single,11655,Available,"Laundry, Gym, Wi-Fi, Air Conditioning, Pool",2.3,5.7,Find a boarding house with Gym and Kitchen.
BD1653,Ratmalana,Shared,10349,Occupied,"Parking, Pool",1.4,5.8,Find a boarding house with Parking and Laundry.
BD1654,Hokandara,Single,8152,Occupied,"Gym, Pet-Friendly, Air Conditioning",4,7.5,Show me boarding houses with a rating of 4 stars.
BD1655,Kesbewa,Shared,12390,Occupied,"Air Conditioning, Laundry, Wi-Fi, Gym, Pet-Friendly",2.7,6.6,Are there any boarding houses near Battaramulla?
BD1656,Colombo 10,Single,14455,Available,"Pet-Friendly, Pool, Wi-Fi, Parking",1.6,7.9,Show me boarding houses with a rating of 5 stars.
BD1657,Ratmalana,Single,10346,Available,"Air Conditioning, Pool, Pet-Friendly, Laundry, Wi-Fi",1.7,9.8,Show me boarding houses with a rating of 4 stars.
BD1658,Colombo 5,Shared,13267,Occupied,"Pet-Friendly, Wi-Fi, Pool, Parking, Air Conditioning",3.9,1.2,Find a boarding house with Parking and Attach Bathroom.
BD1659,Malabe,Shared,9722,Occupied,"Laundry, Pool, Parking, Air Conditioning",1.1,9.1,Are there any boarding houses near Colombo?
BD1660,Thalawathugoda,Shared,10180,Occupied,"Air Conditioning, Laundry, Parking",2.4,8.2,Show me boarding houses with a rating of 3 stars.
BD1661,Homagama,Single,10988,Occupied,"Pet-Friendly, Pool",4.2,8.6,Are there any boarding houses near Colombo 3?
BD1662,Colombo 10,Single,14567,Available,"Pet-Friendly, Gym, Pool",3.2,6.9,Find a boarding house with Study/Workspace and Air Conditioning.
BD1663,Piliyandala,Double,12307,Occupied,"Parking, Air Conditioning, Gym",1.9,5.6,Find a boarding house with Air Conditioning and Attach Bathroom.
BD1664,Colombo 4,Single,8390,Occupied,"Laundry, Pet-Friendly, Wi-Fi",4.9,1.1,Find a boarding house with Parking and Attach Bathroom.
BD1665,Colombo 9,Double,9722,Occupied,"Laundry, Wi-Fi",2.9,8.1,Show me boarding houses with a rating of 5 stars.
BD1666,Kiribathgoda,Single,14300,Occupied,"Gym, Wi-Fi, Pool, Parking",2.7,6.9,Show me boarding houses with a rating of 3 stars.
BD1667,Wellawatte,Single,13096,Available,"Parking, Laundry",2.4,3.6,Are there any boarding houses near Horizon Campus?
BD1668,Kohuwala,Shared,11247,Occupied,"Wi-Fi, Gym",4,3.2,Show me boarding houses with a rating of 3 stars.
BD1669,Wellawatte,Single,8586,Available,"Pool, Pet-Friendly, Laundry, Parking, Wi-Fi",2.6,5.9,Are there any boarding houses near Colombo?
BD1670,Nugegoda,Single,12539,Occupied,"Pool, Laundry, Air Conditioning, Wi-Fi",1.6,4.6,Show me boarding houses with a rating of 4 stars.
BD1671,Kesbewa,Double,13449,Available,"Pet-Friendly, Gym",1.1,9.9,Show me boarding houses with a rating of 1 stars.
BD1672,Borella,Shared,9789,Occupied,"Pool, Parking, Pet-Friendly, Gym, Air Conditioning",1.9,8.8,Show me boarding houses with a rating of 4 stars.
BD1673,Borella,Shared,12421,Available,"Pet-Friendly, Gym, Pool, Wi-Fi, Parking",3.7,2.1,Find a boarding house with Study/Workspace and Parking.
BD1674,Wattala,Double,11084,Occupied,"Air Conditioning, Pool, Laundry, Pet-Friendly",3.3,7.3,Are there any boarding houses near Mount Lavinia?
BD1675,Wellawatte,Single,8266,Occupied,"Pet-Friendly, Laundry",3.7,9.4,Find a boarding house with Study/Workspace and Kitchen.
BD1676,Pannipitiya,Double,8814,Available,"Wi-Fi, Pet-Friendly, Pool, Air Conditioning, Laundry",3.2,1.1,Find a boarding house with Gym and Kitchen.
BD1677,Colombo 5,Single,13198,Occupied,"Air Conditioning, Gym, Parking",3.9,6.9,Are there any boarding houses near Pittugala?
BD1678,Colombo 4,Single,12591,Occupied,"Gym, Pet-Friendly",4.2,8.3,Find a boarding house with Study/Workspace and Gym.
BD1679,Colombo 6,Shared,9996,Available,"Gym, Parking, Wi-Fi, Air Conditioning",1.1,8.1,Show me boarding houses with a rating of 4 stars.
BD1680,Colombo 3,Double,14635,Occupied,"Wi-Fi, Parking, Gym, Pool",2.9,6.5,Show me boarding houses with a rating of 5 stars.
BD1681,Malabe,Double,9174,Available,"Air Conditioning, Pool, Gym, Laundry, Parking",4.4,9,Find a boarding house with Gym and Parking.
BD1682,Pelawatte,Double,8076,Occupied,"Wi-Fi, Laundry, Pool, Air Conditioning",4.8,1.3,Are there any boarding houses near Weliwita?
BD1683,Talangama,Single,11674,Occupied,"Wi-Fi, Air Conditioning",4,9.5,Show me boarding houses with a rating of 1 stars.
BD1684,Hokandara,Double,14122,Available,"Pet-Friendly, Laundry, Pool, Gym",4.1,9.9,Find a boarding house with Air Conditioning and Gym.
BD1685,Mount Lavinia,Single,9871,Occupied,"Parking, Pet-Friendly",3.9,1.3,Find a boarding house with Study/Workspace and Wi-Fi.
BD1686,Colombo 6,Double,14976,Available,"Pet-Friendly, Wi-Fi",3.5,9.2,Find a boarding house with Laundry and Attach Bathroom.
BD1687,Malabe,Shared,11803,Occupied,"Gym, Air Conditioning, Parking, Laundry, Pet-Friendly",2,2.5,Show me boarding houses with a rating of 3 stars.
BD1688,Colombo 3,Shared,8957,Available,"Wi-Fi, Pet-Friendly, Parking, Pool",3.8,8.1,Are there any boarding houses near Angoda?
BD1689,Colombo 9,Double,9793,Occupied,"Laundry, Air Conditioning, Pool, Gym",3.6,9.7,Show me boarding houses with a rating of 5 stars.
BD1690,Dehiwala,Single,9537,Occupied,"Pool, Gym, Pet-Friendly, Laundry, Air Conditioning",4.5,2.6,Find a boarding house with Parking and Kitchen.
BD1691,Colombo 6,Double,11787,Available,"Pool, Air Conditioning, Pet-Friendly",1.1,7,Find a boarding house with Wi-Fi and Gym.
BD1692,Colombo 1,Shared,11671,Occupied,"Pool, Wi-Fi, Laundry, Pet-Friendly",1.4,7.2,Find a boarding house with Wi-Fi and Wi-Fi.
BD1693,Maharagama,Shared,11885,Occupied,"Pool, Air Conditioning, Wi-Fi, Gym, Laundry",4.1,2.3,Show me boarding houses with a rating of 1 stars.
BD1694,Ratmalana,Single,14529,Available,"Parking, Pool, Air Conditioning, Wi-Fi",4,8,Are there any boarding houses near Horizon Campus?
BD1695,Battaramulla,Shared,8983,Available,"Pool, Pet-Friendly, Laundry",1.9,2,Find a boarding house with Gym and Attach Bathroom.
BD1696,Rajagiriya,Shared,9883,Occupied,"Wi-Fi, Pool, Parking, Pet-Friendly, Gym",2.6,9.9,Are there any boarding houses near Kotte?
BD1697,Dehiwala,Single,9315,Occupied,"Gym, Laundry, Pet-Friendly",2.2,3.8,Find a boarding house with Air Conditioning and Attach Bathroom.
BD1698,Kotte,Shared,8316,Occupied,"Wi-Fi, Parking, Air Conditioning, Pet-Friendly",2.6,3.6,Find a boarding house with Gym and Kitchen.
BD1699,Colombo 3,Double,12714,Occupied,"Gym, Parking, Air Conditioning",1.3,2.5,Find a boarding house with Gym and Parking.
BD1700,Colombo 8,Double,12202,Available,"Pet-Friendly, Air Conditioning, Gym, Wi-Fi, Pool",3.9,5.3,Are there any boarding houses near NSBM?
BD1701,Mount Lavinia,Double,9751,Occupied,"Pet-Friendly, Parking, Air Conditioning, Pool, Wi-Fi",4.4,2.4,Show me boarding houses with a rating of 3 stars.
BD1702,Wellawatte,Shared,13786,Occupied,"Gym, Air Conditioning, Laundry",4.8,5.7,Find a boarding house with Laundry and Laundry.
BD1703,Kohuwala,Double,11711,Available,"Pool, Gym, Wi-Fi, Parking",3.2,3.2,Show me boarding houses with a rating of 4 stars.
BD1704,Battaramulla,Shared,13062,Occupied,"Laundry, Pet-Friendly, Wi-Fi",2.6,5,Are there any boarding houses near Angoda?
BD1705,Attidiya,Single,11043,Available,"Gym, Wi-Fi, Laundry",1.1,1.8,Are there any boarding houses near Malabe?
BD1706,Kirulapone,Shared,11076,Available,"Parking, Gym, Pool, Pet-Friendly, Laundry",2.5,9.4,Find a boarding house with Gym and Laundry.
BD1707,Dehiwala,Shared,12741,Available,"Air Conditioning, Gym, Laundry, Pet-Friendly",2.7,8.2,Find a boarding house with Air Conditioning and Parking.
BD1708,Ratmalana,Single,11010,Occupied,"Gym, Laundry",4.8,6.8,Are there any boarding houses near Horizon Campus?
BD1709,Colombo 4,Double,10870,Available,"Laundry, Wi-Fi, Pet-Friendly",4.3,6.1,Are there any boarding houses near Weliwita?
BD1710,Kiribathgoda,Single,13823,Available,"Pet-Friendly, Gym, Laundry, Parking",4,8.2,Are there any boarding houses near Colombo?
BD1711,Dehiwala,Single,13353,Available,"Pool, Pet-Friendly, Gym, Wi-Fi",4.7,5.6,Are there any boarding houses near Kaduwela?
BD1712,Ratmalana,Double,13961,Occupied,"Gym, Pet-Friendly, Wi-Fi",4.7,5.6,Show me boarding houses with a rating of 2 stars.
BD1713,Kalubowila,Shared,14787,Available,"Gym, Laundry, Pet-Friendly, Wi-Fi",2.5,1.5,Show me boarding houses with a rating of 3 stars.
BD1714,Kolonnawa,Shared,14943,Occupied,"Air Conditioning, Laundry, Wi-Fi, Gym, Pet-Friendly",2.3,2.3,Find a boarding house with Parking and Parking.
BD1715,Narahenpita,Shared,8148,Available,"Gym, Parking, Pool",5,1.5,Show me boarding houses with a rating of 1 stars.
BD1716,Talangama,Double,13146,Available,"Pet-Friendly, Air Conditioning, Parking",3.3,9,Find a boarding house with Gym and Laundry.
BD1717,Colombo 6,Double,12073,Available,"Parking, Pool",2.3,5.5,Find a boarding house with Laundry and Air Conditioning.
BD1718,Kohuwala,Single,14077,Occupied,"Pet-Friendly, Wi-Fi, Gym",2.1,6,Find a boarding house with Wi-Fi and Laundry.
BD1719,Thalawathugoda,Shared,12999,Occupied,"Wi-Fi, Pet-Friendly, Gym, Pool, Air Conditioning",2.8,8.1,Show me boarding houses with a rating of 1 stars.
BD1720,Colombo 3,Single,14021,Available,"Gym, Pool, Wi-Fi, Parking",3.9,4.8,Are there any boarding houses near Pittugala?
BD1721,Rajagiriya,Double,11479,Available,"Parking, Laundry",1.8,3.7,Show me boarding houses with a rating of 2 stars.
BD1722,Colombo 7,Double,11090,Occupied,"Parking, Gym, Air Conditioning, Pool, Pet-Friendly",3.3,9,Find a boarding house with Gym and Study/Workspace.
BD1723,Nugegoda,Single,14000,Available,"Pool, Laundry, Parking, Pet-Friendly",4.2,1.1,Find a boarding house with Wi-Fi and Laundry.
BD1724,Thimbirigasyaya,Single,12574,Occupied,"Air Conditioning, Pet-Friendly, Wi-Fi",1,2.1,Find a boarding house with Wi-Fi and Attach Bathroom.
BD1725,Colombo 1,Double,8014,Occupied,"Pet-Friendly, Gym",1.9,6.9,Are there any boarding houses near Thalahena?
BD1726,Kirulapone,Shared,10943,Available,"Parking, Gym, Wi-Fi, Laundry",3.4,10,Find a boarding house with Laundry and Laundry.
BD1727,Dehiwala,Double,10497,Occupied,"Parking, Wi-Fi, Laundry, Gym, Air Conditioning",4.1,8.1,Are there any boarding houses near Colombo 2?
BD1728,Homagama,Shared,10975,Occupied,"Air Conditioning, Laundry",1.9,9.4,Find a boarding house with Air Conditioning and Wi-Fi.
BD1729,Kohuwala,Shared,13509,Available,"Laundry, Air Conditioning, Pet-Friendly, Pool",3.9,7.5,Are there any boarding houses near Colombo?
BD1730,Colombo 5,Single,11040,Available,"Pet-Friendly, Laundry, Parking",2,4,Are there any boarding houses near Kaduwela?
BD1731,Thalawathugoda,Double,10012,Available,"Pet-Friendly, Air Conditioning, Parking, Laundry, Pool",4.2,7.5,Show me boarding houses with a rating of 3 stars.
BD1732,Battaramulla,Double,13506,Occupied,"Pool, Wi-Fi, Parking, Air Conditioning",1.3,5.5,Show me boarding houses with a rating of 3 stars.
BD1733,Rajagiriya,Double,9401,Available,"Pet-Friendly, Gym, Wi-Fi, Parking, Laundry",2.7,5.9,Find a boarding house with Study/Workspace and Kitchen.
BD1734,Thimbirigasyaya,Double,13202,Occupied,"Parking, Wi-Fi, Pet-Friendly",2,4.7,Are there any boarding houses near Mount Lavinia?
BD1735,Kolonnawa,Double,14432,Available,"Air Conditioning, Wi-Fi, Pool, Pet-Friendly, Gym",4.3,6.2,Show me boarding houses with a rating of 2 stars.
BD1736,Wellawatte,Single,13709,Available,"Laundry, Wi-Fi",4.9,4,Show me boarding houses with a rating of 4 stars.
BD1737,Kalubowila,Shared,11741,Occupied,"Laundry, Pool, Wi-Fi",3.9,6.2,Are there any boarding houses near Biyagama?
BD1738,Rajagiriya,Shared,12599,Occupied,"Wi-Fi, Parking, Gym",2.2,6.9,Find a boarding house with Gym and Attach Bathroom.
BD1739,Attidiya,Shared,9905,Available,"Pet-Friendly, Gym, Parking, Air Conditioning",2,4.2,Find a boarding house with Kitchen and Wi-Fi.
BD1740,Kiribathgoda,Single,11081,Occupied,"Laundry, Pool, Parking",1.6,7.6,Are there any boarding houses near Biyagama?
BD1741,Battaramulla,Shared,11300,Occupied,"Pet-Friendly, Wi-Fi, Pool, Air Conditioning",3.5,8.4,Are there any boarding houses near Horizon Campus?
BD1742,Borella,Single,13135,Available,"Pool, Gym, Parking, Laundry",2.6,9.7,Find a boarding house with Air Conditioning and Wi-Fi.
BD1743,Thimbirigasyaya,Shared,8531,Occupied,"Pool, Pet-Friendly",4.1,2.4,Show me boarding houses with a rating of 3 stars.
BD1744,Pannipitiya,Shared,9223,Available,"Laundry, Air Conditioning",1.1,5.5,Find a boarding house with Laundry and Wi-Fi.
BD1745,Maharagama,Double,11631,Available,"Air Conditioning, Gym, Pet-Friendly, Wi-Fi",3.1,4.7,Show me boarding houses with a rating of 4 stars.
BD1746,Ethul Kotte,Single,12765,Available,"Pet-Friendly, Wi-Fi, Gym, Laundry",4,7.2,Find a boarding house with Wi-Fi and Parking.
BD1747,Attidiya,Single,12247,Occupied,"Gym, Parking, Pool, Air Conditioning, Wi-Fi",2,4.3,Find a boarding house with Study/Workspace and Kitchen.
BD1748,Mount Lavinia,Single,11256,Available,"Pet-Friendly, Wi-Fi, Air Conditioning",3.6,7,Show me boarding houses with a rating of 5 stars.
BD1749,Angoda,Single,11400,Available,"Parking, Wi-Fi",1.8,1.3,Find a boarding house with Air Conditioning and Gym.
BD1750,Kohuwala,Single,12326,Occupied,"Gym, Pet-Friendly",4.4,3.1,Are there any boarding houses near Kaduwela?
BD1751,Colombo 7,Double,10333,Occupied,"Air Conditioning, Parking, Pool",2.3,1.4,Show me boarding houses with a rating of 3 stars.
BD1752,Kohuwala,Single,10444,Occupied,"Laundry, Pet-Friendly, Gym",4.5,9.7,Are there any boarding houses near Mount Lavinia?
BD1753,Nawala,Double,13298,Occupied,"Air Conditioning, Parking, Pet-Friendly",2.9,8.4,Find a boarding house with Wi-Fi and Gym.
BD1754,Wellawatte,Double,14334,Available,"Laundry, Gym, Wi-Fi",3.3,3.6,Are there any boarding houses near Colombo?
BD1755,Pannipitiya,Double,8530,Available,"Pet-Friendly, Wi-Fi",1.6,4.3,Find a boarding house with Air Conditioning and Study/Workspace.
BD1756,Kiribathgoda,Double,14977,Available,"Wi-Fi, Laundry, Gym, Air Conditioning",4.5,3.1,Show me boarding houses with a rating of 4 stars.
BD1757,Dehiwala,Single,10831,Occupied,"Parking, Pet-Friendly, Pool, Wi-Fi, Gym",1.8,0.9,Are there any boarding houses near Biyagama?
BD1758,Borella,Single,12808,Available,"Air Conditioning, Parking, Laundry, Gym, Pool",1.3,4,Are there any boarding houses near Malabe?
BD1759,Colombo 5,Single,8426,Available,"Air Conditioning, Gym",1.6,3.1,Are there any boarding houses near Kotte?
BD1760,Colombo 8,Shared,14391,Available,"Air Conditioning, Wi-Fi, Gym, Pet-Friendly",3.2,5.9,Find a boarding house with Attach Bathroom and Study/Workspace.
BD1761,Attidiya,Double,10884,Available,"Air Conditioning, Pet-Friendly, Laundry, Parking, Wi-Fi",2.1,9.9,Find a boarding house with Wi-Fi and Kitchen.
BD1762,Ratmalana,Shared,12860,Available,"Air Conditioning, Parking, Pool, Laundry",3.8,7.5,Find a boarding house with Laundry and Air Conditioning.
BD1763,Colombo 8,Single,11885,Occupied,"Laundry, Air Conditioning",3.6,1.8,Find a boarding house with Gym and Kitchen.
BD1764,Kotte,Shared,8215,Occupied,"Parking, Pool, Wi-Fi, Gym",4.3,3,Find a boarding house with Wi-Fi and Laundry.
BD1765,Narahenpita,Double,12627,Occupied,"Gym, Air Conditioning",4.2,4.7,Show me boarding houses with a rating of 5 stars.
BD1766,Colombo 8,Single,10575,Available,"Laundry, Wi-Fi, Pet-Friendly, Air Conditioning",4.3,9,Find a boarding house with Attach Bathroom and Parking.
BD1767,Colombo 9,Shared,12750,Available,"Gym, Pool",2.4,0.8,Are there any boarding houses near Mount Lavinia?
BD1768,Thimbirigasyaya,Double,11897,Available,"Parking, Air Conditioning, Gym, Laundry, Pool",2.7,1.1,Show me boarding houses with a rating of 2 stars.
BD1769,Mount Lavinia,Single,10889,Occupied,"Air Conditioning, Pet-Friendly, Parking, Laundry, Pool",1.1,7.8,Show me boarding houses with a rating of 3 stars.
BD1770,Mount Lavinia,Double,8028,Occupied,"Pet-Friendly, Wi-Fi, Air Conditioning, Laundry, Pool",2.7,1.5,Show me boarding houses with a rating of 2 stars.
BD1771,Piliyandala,Single,8314,Occupied,"Wi-Fi, Parking, Air Conditioning, Gym",3.8,7.5,Find a boarding house with Air Conditioning and Kitchen.
BD1772,Kalubowila,Shared,9835,Available,"Wi-Fi, Pet-Friendly, Parking, Air Conditioning, Pool",4.9,7.8,Are there any boarding houses near Colombo 2?
BD1773,Moratuwa,Single,12800,Available,"Pool, Parking, Wi-Fi, Laundry, Air Conditioning",4.5,8.3,Show me boarding houses with a rating of 5 stars.
BD1774,Colombo 3,Shared,9336,Available,"Wi-Fi, Gym, Pool, Pet-Friendly",2.2,5.3,Are there any boarding houses near Thalahena?
BD1775,Kolonnawa,Double,14085,Occupied,"Gym, Pet-Friendly, Wi-Fi",2.3,0.6,Show me boarding houses with a rating of 4 stars.
BD1776,Wattala,Single,14187,Available,"Laundry, Gym",3.1,6.2,Show me boarding houses with a rating of 3 stars.
BD1777,Maharagama,Double,10191,Available,"Air Conditioning, Gym, Pool, Laundry",4.4,1.1,Are there any boarding houses near Colombo?
BD1778,Talangama,Shared,14289,Occupied,"Wi-Fi, Laundry, Pool, Parking",2.1,4.7,Find a boarding house with Parking and Parking.
BD1779,Dehiwala,Single,9564,Occupied,"Parking, Gym",4.4,4.4,Find a boarding house with Air Conditioning and Attach Bathroom.
BD1780,Thimbirigasyaya,Single,10537,Available,"Gym, Air Conditioning",4,8.4,Are there any boarding houses near Pittugala?
BD1781,Wattala,Shared,8276,Occupied,"Gym, Parking, Wi-Fi, Air Conditioning, Laundry",3.4,2.1,Find a boarding house with Kitchen and Parking.
BD1782,Kirulapone,Single,10079,Available,"Gym, Pool, Laundry, Parking",3.1,7.9,Show me boarding houses with a rating of 5 stars.
BD1783,Nugegoda,Double,13696,Available,"Pool, Air Conditioning",3.7,6.2,Find a boarding house with Parking and Gym.
BD1784,Wellawatte,Shared,8731,Occupied,"Pet-Friendly, Laundry, Parking",1.3,1.9,Are there any boarding houses near Horizon Campus?
BD1785,Homagama,Single,14755,Available,"Pool, Air Conditioning",3.6,8.6,Find a boarding house with Air Conditioning and Laundry.
BD1786,Nugegoda,Shared,11173,Available,"Laundry, Wi-Fi, Gym",1.1,2.2,Show me boarding houses with a rating of 1 stars.
BD1787,Narahenpita,Single,10364,Occupied,"Parking, Wi-Fi, Pool, Gym, Air Conditioning",3.5,1.4,Show me boarding houses with a rating of 1 stars.
BD1788,Kiribathgoda,Single,11645,Available,"Air Conditioning, Pool",1.2,9.6,Are there any boarding houses near Colombo?
BD1789,Colombo 3,Single,10510,Occupied,"Pet-Friendly, Laundry, Parking, Pool, Air Conditioning",1.7,4.5,Show me boarding houses with a rating of 3 stars.
BD1790,Mount Lavinia,Double,12406,Available,"Laundry, Gym, Wi-Fi",1.9,7.2,Show me boarding houses with a rating of 4 stars.
BD1791,Colombo 3,Single,10329,Available,"Pet-Friendly, Parking, Laundry, Wi-Fi",3.9,6.3,Show me boarding houses with a rating of 3 stars.
BD1792,Dehiwala,Double,13019,Available,"Pool, Parking",4.6,0.6,Find a boarding house with Parking and Kitchen.
BD1793,Colombo 1,Shared,13821,Occupied,"Parking, Laundry, Gym, Air Conditioning, Wi-Fi",3.4,5,Show me boarding houses with a rating of 4 stars.
BD1794,Ratmalana,Single,9544,Occupied,"Pool, Parking",2.1,8.2,Show me boarding houses with a rating of 1 stars.
BD1795,Mount Lavinia,Double,13613,Occupied,"Parking, Air Conditioning, Laundry, Pet-Friendly, Pool",4.7,5.6,Find a boarding house with Laundry and Gym.
BD1796,Kotte,Single,12755,Occupied,"Wi-Fi, Laundry",4.9,8.8,Find a boarding house with Attach Bathroom and Air Conditioning.
BD1797,Borella,Single,14944,Available,"Pool, Gym, Wi-Fi, Laundry",3.2,3.3,Find a boarding house with Air Conditioning and Laundry.
BD1798,Thimbirigasyaya,Double,14360,Available,"Air Conditioning, Pet-Friendly",1.5,2.3,Find a boarding house with Attach Bathroom and Wi-Fi.
BD1799,Kelaniya,Double,8398,Occupied,"Gym, Pet-Friendly",4.4,9.1,Find a boarding house with Air Conditioning and Gym.
BD1800,Ethul Kotte,Single,9304,Available,"Pool, Parking",3.6,4,Find a boarding house with Air Conditioning and Kitchen.
BD1801,Wellawatte,Single,9236,Occupied,"Laundry, Air Conditioning, Wi-Fi, Pool, Gym",2.9,7,Find a boarding house with Laundry and Laundry.
BD1802,Colombo 10,Shared,11503,Available,"Wi-Fi, Parking, Pet-Friendly, Laundry, Pool",4,2,Find a boarding house with Parking and Kitchen.
BD1803,Pelawatte,Shared,14925,Available,"Wi-Fi, Pet-Friendly, Laundry, Pool, Parking",3.6,2.7,Give me details about Attach Bathroom.
BD1804,Kolonnawa,Double,12082,Available,"Laundry, Air Conditioning, Parking, Gym",3.6,4,Find a boarding house with Kitchen and Study/Workspace.
BD1805,Kirulapone,Shared,11593,Available,"Parking, Laundry, Gym, Pet-Friendly, Wi-Fi",1.6,0.7,Give me details about Wi-Fi.
BD1806,Kiribathgoda,Single,14268,Available,"Gym, Pool, Parking, Wi-Fi, Pet-Friendly",3.9,4.7,Find a boarding house with Study/Workspace and Gym.
BD1807,Kesbewa,Single,14812,Occupied,"Wi-Fi, Pool",4,0.6,Are there any boarding houses near Kaduwela?
BD1808,Pelawatte,Single,13671,Occupied,"Parking, Gym, Pet-Friendly, Wi-Fi, Air Conditioning",4.4,4.3,Show me boarding houses with a rating of 3 stars.
BD1809,Kesbewa,Single,11978,Occupied,"Parking, Laundry, Air Conditioning, Pet-Friendly",4.8,3.9,Show me boarding houses with a rating of 5 stars.
BD1810,Hokandara,Double,11272,Available,"Pool, Pet-Friendly, Laundry",2.5,4.3,Find a boarding house with Laundry and Attach Bathroom.
BD1811,Kalubowila,Single,8438,Occupied,"Wi-Fi, Pool",4.6,2,Are there any boarding houses near Thalahena?
BD1812,Angoda,Single,13005,Available,"Pet-Friendly, Wi-Fi, Pool, Air Conditioning",3.6,2.9,Show me boarding houses with a rating of 2 stars.
BD1813,Kalubowila,Double,12639,Available,"Pet-Friendly, Wi-Fi, Air Conditioning, Pool, Parking",4.7,8.7,Show me boarding houses with a rating of 5 stars.
BD1814,Colombo 9,Double,11253,Available,"Air Conditioning, Wi-Fi, Laundry, Pool, Parking",1.8,8.2,Find a boarding house with Wi-Fi and Kitchen.
BD1815,Moratuwa,Double,10666,Available,"Pet-Friendly, Pool",2,2.9,Find a boarding house with Wi-Fi and Gym.
BD1816,Colombo 6,Double,13044,Occupied,"Pet-Friendly, Gym, Air Conditioning",2.8,8.4,Show me boarding houses with a rating of 3 stars.
BD1817,Nugegoda,Shared,11474,Available,"Gym, Wi-Fi, Pet-Friendly, Parking",3.4,8.3,Show me boarding houses with a rating of 5 stars.
BD1818,Wellawatte,Double,8116,Occupied,"Wi-Fi, Pool",2.4,1.2,Show me boarding houses with a rating of 3 stars.
BD1819,Thimbirigasyaya,Shared,12887,Occupied,"Wi-Fi, Pet-Friendly",2.3,4.2,Are there any boarding houses near Colombo 1?
BD1820,Wellawatte,Double,11657,Available,"Air Conditioning, Pet-Friendly, Wi-Fi",4.8,9.7,Show me boarding houses with a rating of 1 stars.
BD1821,Colombo 6,Single,10902,Available,"Pool, Pet-Friendly",1.6,4.6,Show me boarding houses with a rating of 4 stars.
BD1822,Thalawathugoda,Double,8899,Available,"Air Conditioning, Parking, Laundry, Pool, Pet-Friendly",1.4,7.2,Show me boarding houses with a rating of 1 stars.
BD1823,Maharagama,Double,12283,Available,"Wi-Fi, Parking, Laundry, Pool, Gym",2.4,9.8,Find a boarding house with Gym and Study/Workspace.
BD1824,Colombo 1,Single,8733,Occupied,"Pet-Friendly, Wi-Fi, Parking, Air Conditioning, Gym",1.2,7.1,Find a boarding house with Kitchen and Study/Workspace.
BD1825,Nawala,Single,10050,Available,"Parking, Pet-Friendly, Wi-Fi, Air Conditioning, Pool",1.8,6.3,Find a boarding house with Wi-Fi and Kitchen.
BD1826,Colombo 9,Shared,8954,Available,"Pool, Air Conditioning, Pet-Friendly, Laundry, Gym",4.7,9.6,Are there any boarding houses near Kaduwela?
BD1827,Pannipitiya,Shared,12478,Occupied,"Pool, Wi-Fi, Laundry, Gym, Pet-Friendly",2.9,1,Show me boarding houses with a rating of 4 stars.
BD1828,Nawala,Double,13382,Occupied,"Gym, Pet-Friendly, Wi-Fi, Pool, Laundry",5,6.3,Show me boarding houses with a rating of 3 stars.
BD1829,Mount Lavinia,Shared,14435,Occupied,"Gym, Parking, Wi-Fi, Pet-Friendly",2.1,9,Are there any boarding houses near Kotte?
BD1830,Colombo 10,Shared,11445,Available,"Gym, Laundry",2.7,6.7,Show me boarding houses with a rating of 4 stars.
BD1831,Malabe,Double,14468,Available,"Laundry, Pool, Gym, Wi-Fi",3.8,3.4,Show me boarding houses with a rating of 2 stars.
BD1832,Ethul Kotte,Double,8456,Occupied,"Pool, Air Conditioning, Gym",3.8,1.4,Show me boarding houses with a rating of 5 stars.
BD1833,Narahenpita,Shared,9930,Occupied,"Laundry, Gym, Parking, Pool, Air Conditioning",2.7,9.7,Show me boarding houses with a rating of 4 stars.
BD1834,Kalubowila,Shared,11954,Available,"Wi-Fi, Pet-Friendly",2.9,9.2,Find a boarding house with Kitchen and Parking.
BD1835,Attidiya,Shared,10284,Available,"Parking, Pet-Friendly, Laundry, Gym",1.8,7,Are there any boarding houses near Kaduwela?
BD1836,Battaramulla,Single,12308,Occupied,"Parking, Pool, Wi-Fi",1.4,8.1,Are there any boarding houses near Malabe?
BD1837,Wattala,Single,8008,Available,"Wi-Fi, Pool, Laundry, Parking, Pet-Friendly",4.9,6,Find a boarding house with Gym and Laundry.
BD1838,Malabe,Shared,13526,Available,"Pet-Friendly, Parking, Air Conditioning",5,1.9,Find a boarding house with Parking and Kitchen.
BD1839,Kesbewa,Single,8995,Available,"Laundry, Pool, Pet-Friendly",2.3,4.2,Find a boarding house with Laundry and Attach Bathroom.
BD1840,Kolonnawa,Double,14907,Occupied,"Pool, Parking",4.2,8.4,Are there any boarding houses near Angoda?
BD1841,Kalubowila,Double,13988,Occupied,"Parking, Laundry",4.4,0.8,Are there any boarding houses near Colombo 3?
BD1842,Malabe,Shared,8422,Occupied,"Parking, Gym",3.6,9.3,Find a boarding house with Laundry and Gym.
